,0,1
369,14473290.762347098,3672991.4820816834
370,11932529.214858022,16717287.431191975
371,4120428.7000960866,35358526.55621529
372,4203648.278192955,2798464.52307528
373,2848296.0687855356,16985155.433359727
374,2954083.7250074544,12012876.64278299
375,15484945.642144466,2521266.3482254855
376,11167335.156567616,2002311.5557290125
377,2131493.655670876,28071332.464919258
378,7635159.313300981,25197926.72789871
379,2945761.8708675522,7201013.687450501
380,3213847.7274602875,14181630.34329817
381,4871145.000850934,3212735.9195788954
382,2398302.3932434754,5198043.800176751
383,10764251.197155615,20641215.63110754
384,3209444.843086262,9399078.129056765
385,7252393.858202229,5214142.161537959
386,10451045.313538352,11075664.962511161
387,16442063.314725779,6781325.8569749165
388,12071870.880080264,14876560.202274421
389,2187200.630771447,3692443.31582017
390,12681797.151306825,7612400.212775231
391,5088562.976030871,3057035.017726422
392,5639308.616726468,19832255.80231901
393,8608402.793009296,11344180.471165817
394,7476293.458482945,9107314.907624496
395,9523379.010597382,6729075.942935588
396,4738599.1889945045,7477911.044527246
397,5707578.3928660825,8776201.749006445
398,9944759.29854676,32431582.688406136
399,17484060.596662067,16140063.331095457
400,10795818.902396785,21556813.399509713
401,8800528.059767962,18251537.89982062
402,2233338.2607819582,10901216.558947723
403,1941707.3974537768,12077011.961640691
404,9801706.58396701,11387237.109991545
405,15958459.438323626,9379119.423251752
406,3198338.027260715,5368450.618366271
407,44404581.63420535,13782086.0281072
408,2779474.2330447705,6957463.480999114
409,13033098.52286595,10343531.061970789
410,34361782.58529465,7870179.934470673
411,12885379.880152244,5754285.526653043
412,17177101.055497475,22847980.859726906
413,21765013.306303345,20715323.042725507
414,12145905.796280717,2181424.3746035653
415,8603907.302039575,2406574.205806709
416,3042963.558792493,4716696.425001212
417,11812664.670962295,7465057.704806158
418,20079458.401684463,4856539.929776687
419,4271291.297479744,5564919.658199464
420,12371694.651495336,11377877.261440357
421,5468575.667110502,19665300.371287614
422,2548334.615136143,10832859.681902327
423,2926491.0378400427,7548809.60727713
424,7369980.65350819,11632166.842223108
425,2296015.021078852,14974388.240326757
426,11965456.11237098,9373403.18774353
427,2197613.7063850746,4971724.226175742
428,10652903.075700136,7955962.532319978
429,11425502.285944728,12424636.750829611
430,13071493.79808104,2220115.0107569634
431,2278056.8223536774,2944438.9383584997
432,6446404.209178608,15316499.136839662
433,9662621.367177578,21311321.330874674
434,2184845.6612350736,2769562.315200677
435,16505413.001474554,14024320.948141146
436,12573459.740039878,3092538.959581639
437,29083847.306962833,32801683.17459316
438,4553688.205676902,29146972.149740264
439,17424099.499239877,24541676.55915445
440,15731055.606752286,2465833.23208757
441,10711797.250486495,10030584.646168241
442,9813165.307732332,2182424.2869591885
443,2344404.524916947,2312554.8376844805
444,2191678.101190295,12145077.71675069
445,14343092.43528687,9538673.056891268
446,18576628.483426142,4045168.8287212006
447,9000145.1584546,6896552.268461217
448,18269093.278637912,33975287.283384815
449,13587825.123972233,5241398.139261382
450,9599914.414180323,3701385.031802088
451,11892992.171498876,15079663.03169584
452,7548432.881562406,3548343.7803414506
453,13723921.92196858,9330179.198908081
454,13855451.566491278,8019164.27258698
455,12168483.92585307,13457048.6103853
456,9330859.211795127,40021399.35766026
457,23209959.24367555,14282466.221205872
458,11248218.594553817,16325859.385832293
459,6778276.850144295,4141481.888302572
460,2150254.7226254973,6169507.919573528
461,4220695.807605619,17057469.636991512
462,36559424.77663025,9824214.73392007
463,14521257.136252897,13703260.156388871
464,17864409.45588805,12115212.917077025
465,15293641.776507774,4789850.304073609
466,8862483.710494015,12233474.138762673
467,2472500.041275833,4331955.060988949
468,27658255.384802263,3075110.039160041
469,1824235.047216115,11300370.009262543
470,15229445.413924728,7431592.726973591
471,2925263.940884061,2357261.790041436
472,14922032.016245853,2767059.577040559
473,38850551.95028787,4079082.634443374
474,5448445.3558337735,11480058.519367883
475,12253559.066661991,35672648.9701754
476,3009016.338866875,10889169.988247674
